# normalize enrichment scores by using the entire data set
# as indicated by Barbie et al., 2009, online methods, pg. 2
Term|NES	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.13617256623090462	0.14667987267848848	0.12488785821419482	0.12992021559045755	0.11838325934040815	0.1262790869320963	0.1561336602471297	0.14222810357620605	0.12122093384337113	0.14621651610977499	0.13859721924121648	0.13160517275436232	0.16099122119472897	0.1343342359224493	0.15640296248700583	0.14148669210724454	0.12870869107019456	0.1452577436561575	0.14119835321294066	0.14614596188625517	0.13325759518504204	0.1492542818753875
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.253544835793447	0.24393511577918012	0.2995996661995695	0.28992640494850686	0.3119312413827146	0.31811439929709573	0.31626802506171403	0.30094601497503565	0.3104002012532862	0.2300429054850847	0.22783169900194755	0.26953750007430094	0.2597677775579461	0.29390185125070395	0.18654656091188818	0.2544591235639253	0.2310337495147095	0.12524450950498228	0.30238093591035275	0.29918668362700807	0.30859307964695226	0.21016765812788293
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.13777687049767842	0.12302263097760847	0.14638910000063798	0.14351034822382855	0.144768644490955	0.1457753540846726	0.17493791118151286	0.1372181992080408	0.14772181784960603	0.16458954257413183	0.08731565091361394	0.13199947486004188	0.15880301617197715	0.13986021161885984	0.1462131635809854	0.18190350399982988	0.14569180569517134	0.1437203928879248	0.13475954796224826	0.14776366772029825	0.13749760946550324	0.1594380268903789
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.45125486420387434	0.4457268272474981	0.46272734695401846	0.4492554405079909	0.4385741691634544	0.4721439255866543	0.430651443169157	0.4585163342698021	0.4327523238530455	0.4481245203409253	0.43381221072320403	0.4580425337782159	0.4365437555358023	0.42598801242123174	0.43146201597617806	0.4379414624579376	0.4577978001907275	0.4538626079815188	0.4340913021038586	0.44812248192770293	0.44325919625750027	0.47158209905658216
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.45125486420387434	0.4457268272474981	0.46272734695401846	0.4492554405079909	0.4385741691634544	0.4721439255866543	0.430651443169157	0.4585163342698021	0.4327523238530455	0.4481245203409253	0.43381221072320403	0.4580425337782159	0.4365437555358023	0.42598801242123174	0.43146201597617806	0.4379414624579376	0.4577978001907275	0.4538626079815188	0.4340913021038586	0.44812248192770293	0.44325919625750027	0.47158209905658216
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.2613233421296697	0.27217941028232584	0.27032602020190977	0.2594648654740219	0.25681442577693214	0.2513133823405051	0.24225543679691963	0.2602127645221302	0.2777311290986711	0.26329068615288354	0.2507479211727828	0.26599849742707443	0.2754890849772773	0.25720802595158854	0.26693257412019694	0.256910921646438	0.26664490624575027	0.2868973265266348	0.2573599984210736	0.26624153677511986	0.25129801571085103	0.24703114992783506
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.2097195292731868	0.20322309917911907	0.21714992453616289	0.21883546296729706	0.22710048425069562	0.23788021449176672	0.24955384845656192	0.22913427562240116	0.20142527153706985	0.22579975569123104	0.19211598111933484	0.19971124024757655	0.21999068142712727	0.20453058547219005	0.23706412765156093	0.19179422202097152	0.20381144249428462	0.23518538006035541	0.1988307968641537	0.2074486250821947	0.21578220380996568	0.22880760848197385
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.056216307995922005	0.07471198287152914	0.0741200479417284	0.039609882963123746	0.0447975658674626	0.018367138866606122	0.1498471211241763	0.11665497259032757	0.02017171358928118	0.08660841207935452	0.05024755174904575	0.06297980042807966	0.12055269236727942	0.030166843476249438	0.14092749499024138	0.0850752213601108	0.009399642832854653	0.09488656522762239	0.09045513271497453	0.09257873968642931	0.03782338609648013	0.053357179358304765
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.2889697106872074	0.2708134804170068	0.2599879727045155	0.2679099920236852	0.2575824016484766	0.29193486480074743	0.3160189703730007	0.2806576591392819	0.2739899751017442	0.27193724393709007	0.2810641570783359	0.28734170567346023	0.2757574993104878	0.30027691840532705	0.2891527349754621	0.27366149791508404	0.26981646087246375	0.27508440584205873	0.27836051558664193	0.29106612889804884	0.2618197134528862	0.2686971612099298
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.09934365131373153	0.13157746874007076	0.12792387390517215	0.14483591407615812	0.10804761845386865	0.11649298848274899	0.12634509385405374	0.11074314766920669	0.09909704856717441	0.1418805323387184	0.13780139259611207	0.1291625847610719	0.14821756367549063	0.10637495671854362	0.11944646692456634	0.13026510641313646	0.12185414428183644	0.12220694135966194	0.13702661190600834	0.11497685382111571	0.11946479564668042	0.14893938768685971
REACTOME_ACTIVATION_OF_RAC	0.17249905579623961	0.1596632495175676	0.16718985926954164	0.14915615207430963	0.19376074256786172	0.19702656264198357	0.21760307353466485	0.1837985112037476	0.17473634359344903	0.1872016951785977	0.18967620539552132	0.18252899276159829	0.19488966390690882	0.18551296456112845	0.21470099400679066	0.19217820740606018	0.18587353700481415	0.18999639431879997	0.1585700299774904	0.16047609280336736	0.16003880950793772	0.19197678905747037
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.20400182146785623	0.23787769694675348	0.19814888374704953	0.2169511611473445	0.17677797221920602	0.17679437709679685	0.21655464128325957	0.21444159617424535	0.17581491777409797	0.20974462497399426	0.20000411786060762	0.21419953326507407	0.2039253916146294	0.20040099630871344	0.2120194435928783	0.1803066854320626	0.2137763660107161	0.20841760471753007	0.2120115962397573	0.18517196097506405	0.17060682525122112	0.22702596206249875
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.2818811706384871	0.256319069507329	0.26959995420535887	0.2511550041813692	0.2853532378514496	0.2893469356319944	0.2675032407400613	0.2554483730374807	0.25727675260187965	0.2530679264547134	0.26457204714586735	0.2736181296586977	0.23863953999586993	0.283517858994702	0.2419168398644307	0.2507570898083224	0.2587394567040914	0.28099187930656333	0.2829484750203027	0.27202407682698326	0.27321764611918575	0.2494493499134944
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.29979503168570754	0.29685212314683534	0.36713517575920496	0.35533508545964887	0.3848949311389954	0.3788854044389002	0.386534918664461	0.37358246162758063	0.3726482463878325	0.28302636397766273	0.28598013895810165	0.3330447170897137	0.3099283543924682	0.35168141840235534	0.22666755295994973	0.32193672414539876	0.28979801041044245	0.14033424953358506	0.37973256616208434	0.3596464091168785	0.36691881905127044	0.25000232444144277
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.3285349870057728	0.3142217116940338	0.29705707891619615	0.3738623843363479	0.28454194547608697	0.28776804690629026	0.3614953920374486	0.39176820868724715	0.34949081152839173	0.3529434682381766	0.2948337587718487	0.3409312913482055	0.3220409887138065	0.30848224319381473	0.36431508114856054	0.350997885070908	0.36448201015090087	0.26733175809978066	0.374248566226142	0.31471925926507244	0.29845472819588204	0.2980821223901799
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.31813708329156526	0.32126516187720094	0.2604943578157821	0.37080739634006266	0.2570712908231373	0.2634642696327674	0.3378335770068695	0.3998612273318713	0.33022033578611143	0.332186700186676	0.2552399904040945	0.34003951147763306	0.3003602714128266	0.25789385428730366	0.3320351199537727	0.32580597622218055	0.38237174750309627	0.2010984292937864	0.3570169375718299	0.32421130190911246	0.29448167377059	0.2900535919410672
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.3388439878397725	0.2925539022675949	0.3209696212920361	0.317371752987836	0.29511021705341633	0.3767403326328186	0.3444956289467968	0.33896181908930284	0.34585257906843514	0.3058345635611921	0.3630752652975044	0.29908391018992564	0.323014031411759	0.33219570240118945	0.3017074945997985	0.3222919510603481	0.310144034939557	0.30037446757761005	0.33580188282488	0.34948525049075907	0.31138394088314797	0.3019119416534307
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.3927619116129673	0.41079774601425295	0.35001707548441413	0.4078635285615759	0.38903733484935255	0.3916458518718034	0.3460990997905085	0.4755051187005632	0.3703041117444273	0.3427850055255226	0.31632893928609374	0.3908728510292182	0.36545488706151996	0.3177229871173246	0.34754591236544596	0.37899750646160224	0.4541144435934368	0.291975112214659	0.3911413682614511	0.4525181680738785	0.3750266981761149	0.34876712309312574
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.15724272419250607	0.15268210794089543	0.15386712100724748	0.14452808146616444	0.14591250949676426	0.15178862493816148	0.17797861679086227	0.1551973206659959	0.15713464839466235	0.15504673871440103	0.15767308466149438	0.15771193991851737	0.16447733087100175	0.16008452626211242	0.15558611347844356	0.15263179022316062	0.15136030746850623	0.1494854912832776	0.15024322526012607	0.1601757543577803	0.15927723150504466	0.16273154888720828
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	-0.12741037702085328	-0.11241460667249198	-0.15566799235916765	-0.12533281811181124	-0.06788511823558227	-0.15593357673822641	-0.0280978239062347	-0.09161229984980845	-0.08321038121570297	-0.11665079976200142	-0.08892641524559	-0.14352960755385322	-0.11953148751504991	-0.1286257600540878	-0.14007951533574078	-0.1218634322756273	-0.10897026161972072	-0.11768098441060201	-0.07416003177656497	-0.0961857623179409	-0.10199142705226964	-0.09663628275963279
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	-0.12741037702085328	-0.11241460667249198	-0.15566799235916765	-0.12533281811181124	-0.06788511823558227	-0.15593357673822641	-0.0280978239062347	-0.09161229984980845	-0.08321038121570297	-0.11665079976200142	-0.08892641524559	-0.14352960755385322	-0.11953148751504991	-0.1286257600540878	-0.14007951533574078	-0.1218634322756273	-0.10897026161972072	-0.11768098441060201	-0.07416003177656497	-0.0961857623179409	-0.10199142705226964	-0.09663628275963279
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.25623636699482527	0.23384389332557645	0.22382537888685428	0.2088008763858049	0.21154772091983046	0.21541411678347344	0.14354752495939338	0.17327201000286238	0.20664374553206377	0.22917592047327315	0.21070436667182535	0.22953686831435224	0.23220053411649125	0.21611852693233558	0.23393485382579515	0.17973486712964243	0.23294108387103188	0.2766809599089071	0.23345129719796634	0.1914094306180762	0.21507139853752527	0.24039616339308115
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.18917806047548208	0.18482111909695953	0.18173181776330727	0.19036251964646797	0.1762070075552529	0.18400244290306675	0.19082366632629252	0.17431900166495143	0.18515454738287312	0.18205334075171453	0.17863089562932355	0.19483836166821236	0.1873354377270094	0.17460163360283154	0.17526955274355546	0.18694683347650826	0.18311868675392065	0.1744285327365243	0.1802261834901271	0.17759201239769373	0.1937653487219189	0.17280544352453242
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.19367643811796456	0.19593691011799066	0.1981773031131128	0.15013262844773664	0.21287171356192622	0.1541927877053991	0.18310612051244723	0.1609600520689396	0.14737108081098915	0.21799453002601946	0.18553140046732786	0.1836213327002903	0.2048064439429848	0.1928240667963906	0.19020339523828658	0.18029795970495857	0.1963416312315015	0.1658870404686607	0.1987989013841999	0.17159015753548226	0.17661348516518618	0.19591773398386236
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.2651708961657697	0.2504902171786614	0.20083847239974512	0.274242940736995	0.19737084340591932	0.2739776368214035	0.16686050333105124	0.24478612194887014	0.26452768457261994	0.23089231595929785	0.27806733094810426	0.2770771589353096	0.16192969971622384	0.2750348191658783	0.20289086171055398	0.25738865197463645	0.26880041326368365	0.23696565094789362	0.22688621924444205	0.2905448181335794	0.2610574893981066	0.16252500345135673
REACTOME_AMINE_DERIVED_HORMONES	-0.19133183119968195	-0.13738932058435313	-0.1124851200103842	-0.1318905344237694	-0.17215019436140677	-0.0738591533798675	-0.2614491604291856	-0.23117410806315505	-0.10677105061954577	-0.16967529244974802	-0.18282049417047647	-0.16169729988716358	-0.17991895286930581	-0.12905253656685642	-0.16184734436687903	-0.19953293003432504	-0.10896394247286803	-0.22618448468316008	-0.11276960573387429	-0.22287340492978652	-0.07241847511673952	-0.09139526990990007
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	-0.25290669736199495	-0.24604098777958208	-0.1876886623003963	-0.21316875512925307	-0.2534475049156739	-0.2548888993680933	-0.28042438270421316	-0.22419471937093402	-0.25330544887556566	-0.2246086475365801	-0.2655163984390695	-0.2622156601415851	-0.258312085843432	-0.2229947837967603	-0.2284467136805371	-0.27664877960685985	-0.20317812153401338	-0.2486915749304462	-0.2262382180165787	-0.26152303929509063	-0.2722665568114557	-0.24052213884678492
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.2552225068228689	0.24066591392814599	0.2587964726735614	0.2412512990227761	0.2611933051342636	0.28830484179933885	0.226378273215289	0.23566749217242883	0.24479565920670052	0.14525473639973718	0.22564818645381945	0.21251534432926575	0.22462643710464558	0.2621689014635843	0.18952941752341743	0.21374864396229962	0.25824957212248967	0.25895418718803037	0.2106105745236668	0.21129870600326253	0.25122061676215	0.2784837601397343
REACTOME_AMYLOIDS	-0.005843440017194376	-0.019293677597954598	-0.011182348025242478	-0.013234332604930364	-0.11202083935869368	-0.032921530364025696	-0.06398253995644483	-0.031120228756644826	-0.08726770639212286	0.012339662673822901	-0.024144735606354703	0.0020628205259772808	0.011369722291467757	-0.02916804338773352	0.05990754703965571	0.006395204970667465	-0.007857141086333492	0.011299607254659807	-0.03396971124922939	-0.02096306654657796	-0.06051015852952356	0.05101996755963418
REACTOME_ANDROGEN_BIOSYNTHESIS	-0.029556269616909558	0.052521308219110954	0.029654990796591472	-0.03072452401723095	-0.0146477556561551	0.002400237015286024	0.016695349173203863	0.014499082554964429	0.016585314926462934	0.05349948577029835	-0.02144510264759086	-0.040613488001883746	-0.04318234600661188	-0.00489537842861932	-0.01512494825201767	0.022838222325751376	0.01655188615315911	-0.04570053190620005	0.02235406925078717	0.057716740777254374	-0.03176041809653589	0.05902661863703194
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.2205943610448357	0.1930735713035081	0.19821216130497324	0.19089790083189956	0.1484105571897734	0.1766277958573877	0.15459559022655922	0.19641699696333925	0.2059777116982418	0.2115725475576605	0.18372312458466927	0.20550271260816488	0.21439958930400013	0.19011307395507068	0.20144827487431854	0.20920493343250215	0.2234427734583686	0.2030652347129542	0.20644970014944652	0.20125105097658832	0.19548994669026032	0.21016568585637627
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.30409032152123294	0.321089926361777	0.3390692436613674	0.34312803917498613	0.23851650635118798	0.3327626610984757	0.3443849438496367	0.30730963879789847	0.28856129564892335	0.3140976855498767	0.3143837036410015	0.3482815021039644	0.28976335513308227	0.3162938253030368	0.35440114148099044	0.32733625357594004	0.3323118623706995	0.2846076576990159	0.3534510473604464	0.32471969671860834	0.3411996198120307	0.35962469733816577
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.21931387235023594	0.22563410484043758	0.15861623565770755	0.19450742484307998	0.16640632532761707	0.21072479216128717	0.213720902041703	0.20805269895721828	0.21537052458453462	0.22031955062087635	0.25126699283394244	0.2403891891141763	0.27646549057303754	0.18323754528234013	0.2332529465557451	0.18483945099353982	0.2168893489277741	0.19368946502278192	0.20139183346363404	0.19637026640200053	0.2509682608902885	0.1923569837270549
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.19945182404866268	0.19105220883954982	0.19123447173305386	0.18026650576227915	0.18641673981772827	0.19624246069405735	0.2182966239697687	0.18824701362379248	0.19981829576167495	0.19686495600745368	0.19737728438841773	0.20346025856690092	0.19459993115229718	0.20806503957118122	0.19973091326950673	0.19268772547800134	0.18977955391698234	0.19775503966924043	0.19113767108197321	0.20824542395163625	0.19891977109346726	0.19892689379237055
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.23869258862888557	0.2297585967303084	0.23912007638376534	0.2616759590298169	0.24966762846907128	0.2552002132577686	0.3301792567945038	0.25711037527306996	0.2615738445050688	0.2560097011163275	0.24682513687548385	0.2789010733799155	0.29142563277875677	0.2590109412360596	0.2588017350653614	0.2479507235299437	0.24339973042910729	0.2550623023203655	0.24728022212006145	0.2693748549776074	0.260614495125809	0.2286731246171122
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.26436673312754205	0.2591298870746885	0.2701132800137218	0.2663099440730545	0.2711666494856888	0.28417910334762053	0.2928211732279658	0.27966810890908034	0.27326591008813866	0.2453487753092715	0.2526833496609344	0.2698100675071495	0.2472838997216965	0.29624037059663827	0.21398371058855903	0.250136466294168	0.25458486591431967	0.1712608091901948	0.2761371114418268	0.2716110593910566	0.28712102306667225	0.2510408303439899
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.2559024774217991	0.2512519054580725	0.25393681224397374	0.25213392459499395	0.2607949165762486	0.2666877317074997	0.2804654067381842	0.2581532754159268	0.25853669572071375	0.23519494955241674	0.23366672055151277	0.26031684812018036	0.2318149880811057	0.2757242786198937	0.20992088561980654	0.2354601819178921	0.24804767618361837	0.17438206851152993	0.26550799061512725	0.2518832389220698	0.27943143400707	0.23707861399465813
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.24182282862179577	0.2364903268737183	0.24934926216449949	0.24450774209336876	0.25342503731761307	0.2616847676455052	0.27834199114683894	0.25881494340523115	0.251237296973316	0.224004565710886	0.22498594815989767	0.2511677204919076	0.22330895904812045	0.2734980739725378	0.19101063085636744	0.22935751889812664	0.23243525216216848	0.13834028145054045	0.25935020828275285	0.24878650277657643	0.2739524185252601	0.22419668129391968
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.2639072516928137	0.2520872874534977	0.2574554213010543	0.254742684713637	0.2682591487747403	0.27255201413449437	0.2811920399827811	0.2597682941419961	0.2658632110261992	0.2481238865370202	0.24025317507479158	0.2673306450036881	0.24751499881433614	0.28015142254705233	0.21438933869874027	0.24723900106035554	0.2602392147413387	0.17880962341691814	0.26890637773169074	0.2604814010948944	0.2820697027126676	0.2567681898758794
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.3616541327930754	0.34690763939990477	0.3756223335812658	0.377218372617609	0.3661136244173351	0.35781131456782717	0.3455466944096765	0.33868312895010894	0.3840629815208438	0.38223991274245617	0.3200015502584993	0.33782697814203966	0.3720001509584368	0.3642220064256095	0.32648643563568486	0.36731371233867893	0.35080218385468187	0.35814597447566343	0.3879909984471963	0.30067864689937507	0.3846919945119541	0.37722031077689405
REACTOME_APOPTOSIS	0.16946655311316608	0.1790060649023689	0.15298169069782994	0.16435495762888	0.15898994659647725	0.16378686144640422	0.18362641949437575	0.16897971720591126	0.14921527887039532	0.16545512549938016	0.1462207590548387	0.1690064775376454	0.1806649744846633	0.16228920434498223	0.18337165600361255	0.15919961560270893	0.1685048144042771	0.17898198405300433	0.16405034101248123	0.16809277047411447	0.1643025351345093	0.163445700720742
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.25878275548000784	0.270855480882183	0.31348587645983905	0.2993730538046247	0.3264171383692784	0.33973197365726304	0.3681780556069489	0.3099137404371135	0.26228456062088285	0.24649192077106555	0.263775380972041	0.3031453035305014	0.26976372521870856	0.32045197879797244	0.2463875049555389	0.2827096306372864	0.25909115261751814	0.1823430473883905	0.2855359883024989	0.305066220403807	0.31245612837945136	0.25358586688622337
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.17591944508043258	0.20074197214552084	0.1479680646075172	0.16068784247379467	0.16399050234524068	0.1526793859523772	0.16061873853211678	0.1496975989627927	0.1363895404004186	0.15766321512601367	0.1457739482072678	0.1692343984636209	0.18206265764386997	0.16599823568632083	0.18769766143362754	0.14279276000926677	0.1794238921851428	0.18161774108574663	0.17571607789073643	0.15972132213851797	0.15770573921138115	0.16059724407404022
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.34638821793398855	0.3671578983169201	0.3140103398486769	0.3369751195250827	0.3036781934263077	0.3062178046161081	0.2966742738595243	0.31661527517503996	0.3111057458419593	0.3481018366989648	0.3176360336157644	0.3626228346859153	0.3534377487674345	0.3030129905155401	0.36586966602441207	0.30207639096227534	0.3759608453233374	0.33728249357293905	0.33838300393998705	0.2841165862664537	0.33810893227981526	0.33381418982197314
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.19221780811572708	0.21016551146069223	0.17017208446337176	0.1806517025974	0.18827741766149625	0.18044252270336475	0.18805235932317887	0.17156546626571775	0.16122234791114481	0.17389631390972338	0.16761279447514854	0.19084481142647777	0.19925880364954726	0.19121382348379337	0.2009847576598765	0.16362960185508138	0.19202934819893908	0.19204292241696022	0.19516944712667483	0.1797736849109131	0.18534733650846205	0.1746320511730533
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	-0.09161107156800508	-0.09810872970261321	-0.09548812754995809	-0.08134952280735255	-0.07312176469858434	-0.1328392741833745	-0.10174396022839617	-0.07681865765420672	-0.0928750012630004	-0.08995469363803275	-0.0962845320419625	-0.11660421593540019	-0.11011033782565405	-0.10462383942153163	-0.11124741920829034	-0.09147831084121386	-0.07980065371685958	-0.09795107660961198	-0.07142546775410287	-0.02011089057910303	-0.09348147102673497	-0.09609574644336828
REACTOME_ARMS_MEDIATED_ACTIVATION	0.2775128407841794	0.2778609657868847	0.2722122997826166	0.28338982763561027	0.28749856635211546	0.28460804531167144	0.30934565531269104	0.2895547302323554	0.27446455018109495	0.25422399392866607	0.27679802875306214	0.2719557625096392	0.29308867573956077	0.291930305734064	0.2745760068397745	0.2767879924952784	0.2749592607595058	0.2599609172722609	0.2737797320547596	0.2810321365618553	0.3132101288161571	0.27755995337150113
